GeneID	SRR1023811	SRR1023810	SRR1023805	SRR1023808	SRR1023812	SRR1023806	SRR1023809	SRR1023807
WP_003899584.1	1280	1092	1495	856	1264	1399	1160	929
WP_003415248.1	4691	3977	3860	2175	3897	4654	3457	2802
WP_003415251.1	2514	2134	2145	1787	2198	2533	2005	2137
WP_010924602.1	4019	3661	3073	1179	3342	4247	2767	1700
WP_003415256.1	938	786	850	300	779	1024	585	363
WP_003901515.1	957	747	763	338	954	826	653	402
WP_003415263.1	3669	2878	2875	1477	3491	3466	2838	1880
WP_003415268.1	1724	1124	978	847	1540	1288	1029	1172
WP_003415270.1	1896	838	784	1028	1976	762	790	1255
WP_003415272.1	384	242	236	165	389	179	202	186
WP_003917720.1	9	7	7	19	13	3	6	16
WP_003912057.1	8	1	6	4	3	3	3	3
WP_003415340.1	91	44	56	45	80	46	40	42
WP_003415342.1	58	45	31	32	48	36	27	35
WP_003910692.1	36	22	20	12	20	25	12	12
WP_003415766.1	6	4	4	3	4	7	1	6
WP_003415909.1	3589	2411	2713	1687	3515	3268	2461	2093
WP_003415911.1	4877	3540	3847	2552	4359	4606	3460	3312
WP_003415914.1	439	418	429	229	406	517	382	371
WP_003900617.1	912	745	794	298	785	930	651	399
WP_003899889.1	16919	19229	16797	5213	13870	23161	14049	7268
WP_003415921.1	15938	17461	16476	4644	13229	21955	14156	6139
WP_003415922.1	3259	4594	4569	1040	3033	5088	3758	1199
WP_003899891.1	2936	4103	4044	1034	2846	4771	3493	1304
WP_003415928.1	1920	2234	2747	640	1793	3197	2085	867
WP_003415930.1	631	629	901	216	643	862	715	287
WP_003415932.1	2872	2497	934	365	2495	1209	2020	469
WP_003902399.1	2517	2268	3400	1229	2554	3221	2711	1458
WP_003415938.1	2883	2424	2704	1440	2812	2946	2252	1765
WP_003415939.1	3412	2546	2444	1966	3160	2594	2182	2424
WP_003415940.1	864	851	1046	508	828	1225	921	667
WP_003415941.1	5067	4978	5124	2499	4856	5886	4574	3152
WP_003415942.1	2006	1777	1906	670	1850	2322	1677	871
WP_010924607.1	2383	2201	1985	779	2028	2639	1891	1099
WP_003415944.1	2399	2048	2278	865	2366	2519	1795	1091
WP_003415945.1	6623	4630	6012	2875	6271	6094	4432	3363
WP_003415946.1	18879	15373	13888	7119	15920	16643	11921	9192
WP_003415955.1	1440	1017	1110	580	1156	1405	975	853
WP_003415959.1	7838	5761	6485	3465	7681	6949	5794	4429
WP_003415965.1	10933	10054	9133	4249	9542	11487	8670	5600
WP_003415968.1	4480	4899	4373	2083	4189	5456	4141	2681
WP_003899894.1	195	211	330	80	148	291	225	99
WP_003415973.1	1335	1867	2373	756	1143	2408	1675	678
WP_003899895.1	5431	5878	5957	3608	5075	6741	5419	4451
WP_003415979.1	6584	5020	6819	4159	6378	7117	4968	4773
WP_003914457.1	53832	44324	47626	30159	46278	56584	39480	36059
WP_003415981.1	13662	14134	12349	7372	11710	16055	11766	9635
WP_003415982.1	13763	14142	14072	8055	12252	16009	12070	10432
WP_003900620.1	16454	15998	16940	9714	14395	18117	13444	12004
WP_003415983.1	1203	758	305	738	892	360	685	1002
WP_003415984.1	481	432	519	352	494	591	493	421
WP_003899898.1	1188	1053	1260	591	1197	1334	1160	738
WP_003415986.1	1418	1607	2029	767	1271	2243	1927	910
WP_003415987.1	1930	2974	3485	960	1742	3539	2866	1120
WP_003899900.1	4740	6323	5869	2176	4121	6479	5577	2716
WP_003908149.1	705	1384	873	291	488	1147	1312	374
WP_003415989.1	2400	2190	2556	1742	2432	2769	2146	2211
WP_003902404.1	1559	1828	2219	1128	1426	2365	2050	1382
WP_003415991.1	2965	2065	2066	1758	2760	2188	2136	2207
WP_003899901.1	2103	1531	1513	911	1964	1757	1415	1216
WP_003415994.1	303	249	295	160	271	303	225	208
WP_003415995.1	727	827	771	292	745	712	689	328
WP_003416005.1	1018	1103	1047	490	910	1148	852	662
WP_003416011.1	1135	753	1111	612	1255	895	854	678
WP_003899902.1	1557	1210	1344	908	1491	1326	1100	993
WP_003416045.1	771	758	687	330	692	865	607	450
WP_003416046.1	519	464	457	208	430	603	410	269
WP_003901532.1	831	646	604	463	795	663	564	581
WP_003416049.1	566	420	493	255	561	492	489	326
WP_003416050.1	425	259	382	231	368	321	296	305
WP_003416051.1	2619	2219	2620	3115	2498	3100	1722	4448
WP_003416052.1	7224	5528	5132	3363	5657	7144	4357	4623
WP_003416053.1	1052	873	872	366	888	1012	702	514
WP_003899904.1	3219	3089	2916	1104	2754	3573	2514	1508
WP_003416059.1	1081	881	962	439	1023	1010	834	560
WP_003416061.1	827	593	576	448	735	659	554	579
WP_003899905.1	1798	1572	1994	2561	1738	2331	1506	3442
WP_003416066.1	1642	1051	1251	1069	1577	1137	1070	1321
WP_003416068.1	765	612	505	570	684	642	480	745
WP_003899906.1	5251	10162	7174	2659	4375	8966	8174	3037
WP_003901538.1	1911	3510	2364	951	1599	3428	2883	1246
WP_003416074.1	1763	2931	2057	817	1402	2875	2372	1000
WP_003416075.1	4312	6822	5602	2930	3786	6869	5633	3615
WP_003906978.1	3146	6971	4470	2242	2486	6082	4470	3187
WP_003416079.1	2537	4369	3228	1627	1898	4291	3251	2142
WP_003416081.1	2655	4339	3481	1985	2286	4708	3404	2472
WP_014390471.1	59	66	66	35	52	72	53	53
WP_003416083.1	83	70	84	44	89	96	86	68
WP_003917730.1	1037	1063	808	314	861	1083	728	416
WP_003900628.1	3526	3475	3533	1975	3532	3957	3405	2638
WP_003416091.1	2699	2454	3105	3364	2792	3202	2875	4264
WP_003416097.1	1514	1089	1256	1167	1481	1172	1193	1201
WP_003917731.1	762	567	871	646	825	691	600	671
WP_003899909.1	4501	3040	3247	2480	4088	3618	2767	3106
WP_003917732.1	751	526	636	427	685	611	462	505
WP_003899911.1	1629	1345	1562	735	1481	1617	1625	896
WP_003416110.1	1989	1568	1756	1017	1906	1648	1661	1057
WP_003416111.1	3944	3794	4603	2385	3980	4816	3741	2745
WP_003416113.1	2049	1239	1410	716	1690	1675	1070	871
WP_003416117.1	5222	3314	3671	2092	4534	4341	2712	2471
WP_003416120.1	3135	1928	2154	1349	2830	2529	1734	1631
WP_003416124.1	917	580	678	457	837	731	601	537
WP_003917733.1	3709	2608	3036	2260	3360	3826	2562	2780
WP_078440988.1	4587	2866	3247	2650	4516	3611	2739	3425
WP_003900632.1	3742	3099	3003	1232	3301	3704	2713	1696
WP_003899914.1	2890	2589	2525	1150	2783	2876	2322	1406
WP_003899915.1	966	717	882	381	886	874	706	459
WP_003900633.1	111	227	293	29	88	378	221	46
WP_003416149.1	81	164	229	41	81	237	156	39
WP_003899917.1	62	149	151	29	60	220	121	27
WP_003899918.1	38	101	131	20	55	130	84	23
WP_003899919.1	87	112	143	71	90	165	124	63
WP_003906986.1	122	101	142	188	126	116	129	200
WP_003904994.1	35	31	49	82	40	34	38	107
WP_003899922.1	5413	4880	4501	1897	4503	5777	3908	2288
WP_003899923.1	2944	3329	2847	1077	2423	3784	2483	1298
WP_003899924.1	1981	1885	2045	823	1703	2459	1788	996
WP_003899925.1	2112	1970	2011	791	1952	2519	1796	957
WP_003908161.1	370	261	335	147	336	371	262	141
WP_003912101.1	2808	1378	1818	979	2801	1824	1804	1291
WP_003901547.1	2742	1310	1915	1139	3047	1598	1946	1382
WP_003900636.1	552	417	691	214	662	472	493	256
WP_003899929.1	1597	1075	2053	776	1876	1263	1153	784
WP_003899930.1	154	72	112	111	177	94	101	107
WP_003416354.1	978	1976	498	730	804	567	709	761
WP_003416355.1	239	511	87	60	123	142	211	55
WP_003904179.1	105	155	50	58	82	47	91	36
WP_003416360.1	237	582	91	69	133	159	188	91
WP_003917740.1	1199	3910	365	381	709	829	1038	508
WP_003416362.1	426	1202	274	212	299	439	422	253
WP_003899933.1	4041	3701	2318	2548	3894	2338	2579	2717
WP_003416369.1	1755	1924	823	1013	1302	1079	954	1219
WP_003416373.1	1570	2530	968	764	1275	1082	1177	963
WP_003908163.1	88	49	52	39	81	66	49	46
WP_003900637.1	2925	203	255	1254	2200	272	235	2082
WP_003416381.1	18586	2113	1697	7906	14596	1961	1817	9782
WP_003416383.1	4138	665	517	1936	3413	579	493	2432
WP_003416388.1	2878	503	506	1290	2247	646	525	1537
WP_003899934.1	2423	1054	1507	2117	2402	1208	1161	2290
WP_003900638.1	9263	3989	3011	3640	7243	3825	2542	4915
WP_003899936.1	8767	3645	2857	3677	7312	3565	2226	4374
WP_003416403.1	5564	3713	4815	3539	5031	4769	4089	4198
WP_003416407.1	2292	2166	2504	1594	2292	2373	2221	1863
WP_003416410.1	3670	6781	5123	1207	3326	6662	5133	1515
WP_003913805.1	6061	10837	9750	2536	5493	12095	9016	3355
WP_003416417.1	2273	2797	3592	1492	2203	3942	2878	1746
WP_003416420.1	4231	5111	6435	2483	4079	6633	5054	2747
WP_003416425.1	4260	5151	6463	2258	4231	6495	5028	2702
WP_003416430.1	6447	7862	10295	3561	6292	10917	8213	4253
WP_003416434.1	5749	7858	8898	3277	5742	9807	7681	4117
WP_003416439.1	7301	8728	11096	4012	7267	11813	8792	4791
WP_003899937.1	15606	18413	21636	8722	14558	25746	18892	10853
WP_003416445.1	7471	9053	10630	4161	7065	12026	8702	4544
WP_003899938.1	3619	4234	4582	1999	3434	5460	4005	2379
WP_003416449.1	5214	6706	7777	2927	5329	8109	6426	3529
WP_003416452.1	1511	1721	2312	725	1438	2219	1728	863
WP_003900642.1	10208	11565	13850	5711	8923	16560	12602	6718
WP_003416460.1	9972	12366	14244	5506	9750	16336	12206	6349
WP_010924618.1	8790	10989	12727	4512	8115	14173	10492	5466
WP_015345162.1	1037	915	1225	554	889	1443	868	613
WP_003902420.1	1079	568	1290	1437	878	1343	743	1550
WP_003416573.1	4195	2934	6831	12055	3479	8258	3494	16108
WP_003900647.1	14660	11603	20291	35575	11926	25803	12190	42778
WP_003900648.1	488	219	449	526	496	394	318	543
WP_003416584.1	797	571	676	511	778	663	564	579
WP_003416588.1	1119	790	910	821	1088	927	773	914
WP_003416593.1	329	290	292	229	324	341	281	283
WP_003900649.1	909	872	867	675	877	1001	755	823
WP_003416599.1	216	176	192	148	218	201	197	215
WP_003900650.1	1656	1603	1616	577	1566	1787	1321	730
WP_003416605.1	2546	2890	2287	898	2220	3102	2107	1136
WP_003416607.1	1935	2205	2031	1315	2011	2373	1975	1902
WP_003416610.1	7509	8310	7126	5823	7755	7532	7551	7720
WP_003900651.1	1669	1073	1255	629	1621	1262	1021	717
WP_003416617.1	2544	1758	1783	1956	2601	1847	1679	2398
WP_003900652.1	833	1058	473	383	727	616	864	486
WP_003416624.1	2865	1565	1500	1500	2781	1491	1426	2008
WP_003416627.1	686	503	457	704	540	527	465	983
WP_003416628.1	1174	647	509	654	1105	562	604	768
WP_071854247.1	154	95	106	126	154	91	90	120
WP_003416635.1	122	80	99	108	117	66	74	105
WP_003416640.1	1095	1040	1068	559	1058	1263	938	694
WP_003899952.1	629	864	476	443	646	616	703	642
WP_003899953.1	887	1380	745	759	884	777	1224	994
WP_003899954.1	450	527	475	385	415	458	552	489
WP_003899955.1	273	435	193	241	212	270	377	320
WP_003899956.1	732	567	544	642	623	539	528	795
WP_003899957.1	833	586	600	537	691	740	512	680
WP_003899958.1	3152	2520	2659	1352	2835	3089	2163	1727
WP_003416778.1	2738	2410	2643	1089	2320	2954	2248	1122
WP_003908177.1	3939	3049	4302	1436	3955	3569	3087	1433
WP_003416786.1	2008	1744	1864	879	1673	2384	1816	1024
WP_003908178.1	42	9	35	25	25	33	34	33
WP_003416793.1	223	97	150	121	213	131	115	123
WP_003899961.1	15920	11627	11245	7967	14089	14146	10207	10682
WP_003416799.1	2548	2245	1984	840	2233	2608	1796	1087
WP_003416804.1	448	235	283	291	409	294	239	319
WP_003416809.1	983	646	675	384	697	886	671	421
WP_003416812.1	490	207	351	169	337	366	314	149
WP_003917753.1	10262	5881	5951	7892	9420	6525	5094	9902
WP_003899963.1	1058	570	437	414	938	572	423	580
WP_003416822.1	8262	8775	6458	3255	7466	8169	7216	4590
WP_003416827.1	2218	2217	2149	599	1984	2871	1819	762
WP_003899965.1	3920	3823	4204	1536	3716	5386	3484	2027
WP_003899966.1	5007	4012	5155	2860	4505	5967	4267	3508
WP_003416833.1	1163	1075	1272	934	1113	1626	966	1323
WP_003899967.1	1464	1780	1942	1327	1398	2689	1530	1930
WP_003907005.1	788	508	509	442	737	527	544	610
WP_003899968.1	1935	1837	1645	946	1838	1893	1649	1256
WP_003416847.1	1341	1251	1306	738	1316	1408	1105	853
WP_003899969.1	7667	6459	7322	5031	7373	7847	6262	6347
WP_003416855.1	8276	6518	6327	6353	7531	7097	5776	7706
WP_003901570.1	6347	5673	6559	3607	5748	7002	5582	4360
WP_003416861.1	6943	6443	7218	2632	5917	8813	5678	3496
WP_003416863.1	3807	3575	3794	1219	3328	4571	2844	1633
WP_003416868.1	2392	2302	3373	2256	2629	2868	2333	2291
WP_003416873.1	2276	2396	3499	1470	2446	3229	2548	1481
WP_003416875.1	14317	17159	20127	9712	13132	22593	17494	11261
WP_003416876.1	5589	6639	10172	5554	5210	11055	7180	6233
WP_003901572.1	10678	9198	11826	4028	9468	11774	9653	5196
WP_003416878.1	2156	1830	1953	1345	2174	2010	1486	1642
WP_003416879.1	2890	2191	2273	2228	2988	2448	2065	2567
WP_003416880.1	1596	1283	1545	749	1616	1585	1391	972
WP_003416883.1	1870	1831	1713	538	1627	2136	1590	733
WP_003416884.1	18945	10608	14295	6231	19094	13017	11073	6856
WP_003416886.1	6876	5516	7066	2902	6198	7877	5621	3706
WP_003416887.1	1229	599	1177	521	1007	996	893	514
WP_003416889.1	3505	2321	4131	1808	3707	3399	3058	2058
WP_003416891.1	4420	3297	4468	2281	4488	3962	3553	2453
WP_003899976.1	4559	3049	3079	2792	3934	3927	2938	3719
WP_003416897.1	5997	3400	3199	3910	5291	4173	3179	4716
WP_003416899.1	10457	12097	10133	2837	8828	12819	10302	3803
WP_003416901.1	2495	3233	2604	728	2349	3315	2626	942
WP_003416902.1	1749	2273	1985	539	1643	2337	1886	681
WP_003899979.1	2901	2880	2787	1384	2777	3426	2578	1701
WP_003416907.1	984	808	650	610	856	825	684	763
WP_003416914.1	3500	3411	2903	1534	3259	3783	3107	2150
WP_003416916.1	4163	7769	10941	1844	4394	13144	8872	2273
WP_003416919.1	27524	73195	102344	12691	29996	115433	86047	13986
WP_003416922.1	9413	8492	10757	5125	9262	13032	8496	6374
WP_003416925.1	1443	1632	1970	646	1227	2429	1538	808
WP_003416928.1	4175	3830	5061	1660	3738	5617	3922	2072
WP_003899980.1	1662	1356	2127	596	1626	2101	1516	721
WP_003899981.1	3153	2871	3578	1104	3096	3866	2795	1376
WP_003416932.1	1866	1700	2177	907	1865	2117	1883	1112
WP_003416933.1	2426	2819	3187	1266	2243	3491	2797	1408
WP_003899982.1	2374	2368	2726	1362	2181	2980	2343	1629
WP_003416945.1	1695	1649	1474	1284	1720	1641	1699	1646
WP_003901576.1	23834	15986	15322	10023	19629	18805	13724	12774
WP_003416957.1	5129	7303	5305	3597	4169	7168	5221	4500
WP_003416963.1	511	397	391	349	466	468	385	542
WP_003416966.1	1739	1710	1909	1346	1688	2232	1491	1677
WP_003901578.1	5819	5947	7396	4155	5825	8129	5761	5116
WP_003416988.1	10679	12646	13371	7012	9764	16198	11569	8878
WP_003899985.1	15567	22963	19128	6565	13214	27955	19100	9808
WP_003417036.1	1464	1064	1261	408	1424	1364	1261	495
WP_003417039.1	20625	14942	14024	5713	17679	16562	12853	6750
WP_003917757.1	2883	2805	2494	1427	2621	2776	2292	1558
WP_003417044.1	1241	1221	948	574	1059	1144	1036	740
WP_003417045.1	421	463	308	223	368	449	394	349
WP_003417047.1	2411	2517	1572	1758	1864	2029	2073	2369
WP_003417049.1	1727	1462	1580	688	1448	1768	1467	820
WP_003417051.1	2752	2718	3229	1467	2922	3119	2581	1645
WP_003417054.1	4147	3463	4417	2365	4029	4586	3661	3097
WP_003417056.1	4297	3912	4503	3001	4187	5213	3736	3977
WP_003899989.1	11577	10005	12447	7321	11275	12751	10275	8702
WP_003417073.1	7347	6550	8369	3984	8272	8249	6798	5027
WP_003417076.1	5637	5176	4247	2811	5065	6629	3866	4277
WP_003417079.1	11095	8887	9936	6170	10256	11898	8068	8278
WP_003417087.1	2599	2273	2482	1029	2416	2829	2218	1281
WP_003900663.1	2563	2258	2443	1131	2587	2819	2097	1555
WP_003417095.1	1735	1152	1506	1037	1761	1491	1095	1223
WP_003417097.1	5977	5573	6832	3170	5792	7683	5356	3887
WP_003901582.1	3160	2667	3156	1318	2968	3590	2432	1800
WP_003899993.1	2954	2789	3065	1945	3050	3206	2646	2681
WP_003417107.1	10089	7183	8111	5627	8781	9564	7180	7077
WP_003417112.1	3029	2490	3602	1938	3399	3226	2694	2198
WP_003417115.1	4108	10438	5632	3446	3679	6607	8960	4241
WP_003899995.1	12944	21848	20484	18035	11287	27309	18330	24345
WP_003417119.1	5971	5480	5518	3172	5223	7277	5558	4257
WP_003417120.1	4252	4302	4468	1650	3925	4771	3761	2101
WP_003417121.1	13989	12757	12289	5173	12076	14882	11773	6506
WP_003417122.1	11628	9814	8427	3794	9349	11516	8007	4901
WP_003899997.1	1789	1576	1628	820	1612	2222	1486	1128
WP_003417126.1	3976	3205	4211	2162	3608	4945	3208	2817
WP_003899998.1	6241	5386	6726	2525	6307	6999	5302	2953
WP_003899999.1	936	666	872	619	934	985	700	773
WP_003917758.1	10696	10510	9667	3350	9475	11510	8723	4080
WP_003900000.1	3289	2169	2980	1342	3076	2939	2347	1268
WP_003417146.1	1920	1541	1829	791	1764	2093	1676	1005
WP_003417149.1	10821	9072	9627	6379	9815	10470	8054	7676
WP_003417152.1	4059	3202	3189	2579	3543	3915	2930	3084
WP_003417156.1	20438	16487	15430	9324	17187	20231	13044	12072
WP_003417158.1	1849	1470	1728	918	1497	2400	1591	1193
WP_003417160.1	1283	1529	1625	941	1201	1871	1435	1201
WP_003417162.1	1091	1153	1032	1071	923	1330	1027	1460
WP_003417165.1	933	605	1102	1445	1019	1202	727	1680
WP_003900004.1	4618	4369	6030	10820	4228	7217	3909	12484
WP_003417179.1	2078	1988	1792	629	1890	2174	1878	765
WP_003417184.1	2644	3130	2411	806	2279	3239	2390	1034
WP_003417187.1	3167	3249	3306	1279	2871	4201	3100	1880
WP_003417192.1	263	186	245	105	263	299	247	129
WP_003417200.1	5829	7820	7024	3898	5292	9012	6317	5441
WP_003912132.1	5167	4856	5521	4308	5053	6262	4658	5930
WP_003900006.1	727	606	774	697	683	903	623	1026
WP_003417210.1	954	556	620	402	861	822	634	488
WP_003417213.1	6843	5837	6378	3018	6042	7472	5289	3639
WP_003917760.1	2629	2713	3067	957	2312	3568	2755	1229
WP_003417216.1	3548	3019	4299	1559	3361	4482	3574	1815
WP_003417217.1	10421	9290	11672	5147	10052	12563	9924	6098
WP_003917761.1	10407	8744	10966	6463	9929	12383	9109	8097
WP_003417219.1	2043	1577	1915	842	2108	2135	1624	1013
WP_003417220.1	2917	2362	2725	1264	2759	3250	2521	1725
WP_003900009.1	2957	2259	2864	1534	2772	3232	2381	1941
WP_003417233.1	2610	2491	2684	1247	2751	2859	2561	1641
WP_003900011.1	1728	1646	2078	880	1776	2203	1781	1094
WP_003417245.1	936	746	912	492	968	935	772	632
WP_003900013.1	5589	3730	3359	2420	5074	3720	2957	3065
WP_042507698.1	5484	4052	4134	2516	4873	4718	3347	2862
WP_003417254.1	1371	1098	1069	799	1154	1332	972	1051
WP_003900015.1	302	86	153	102	312	85	98	132
WP_003417257.1	2200	151	117	704	2205	122	114	1025
WP_003900016.1	2688	1947	2182	1339	2549	2417	1788	1798
WP_003417264.1	767	420	415	350	719	433	424	421
WP_003900017.1	1136	1132	1087	401	1034	1248	943	475
WP_003417269.1	1480	1352	1283	437	1228	1585	1120	567
WP_003417273.1	4364	4655	3891	1394	3668	5165	3628	1893
WP_003417279.1	1915	1851	1998	696	1861	2172	1815	889
WP_003417282.1	1229	910	1699	473	1176	1423	1203	492
WP_003417286.1	711	867	1117	254	656	1286	932	339
WP_003417288.1	1285	2892	2713	846	1212	3326	2715	979
WP_003417290.1	2172	4560	4503	1507	2100	5159	4185	1666
WP_003900018.1	1446	3331	2924	964	1191	3637	2897	1256
WP_003417295.1	953	2252	1933	718	788	2462	1795	775
WP_003913037.1	2335	7157	6232	1814	2008	7473	6175	2170
WP_003902443.1	1377	3504	3817	987	1290	3631	3482	1274
WP_003417299.1	1497	1329	1554	626	1451	1583	1128	735
WP_072453238.1	390	342	346	186	376	350	332	204
WP_003917764.1	586	717	642	331	563	717	581	424
WP_003417413.1	2845	2737	3031	2432	3048	3148	2922	3196
WP_003902446.1	3610	3463	4182	1517	3732	4255	3363	1813
WP_003417415.1	5263	5876	6262	2372	5111	6929	5177	3421
WP_010924642.1	2290	4547	4698	769	2592	5008	4585	981
WP_003417418.1	1002	2599	3150	366	1098	3413	2976	452
WP_003417421.1	426	479	519	224	447	565	427	227
WP_003900673.1	111	143	76	85	122	98	122	82
WP_003900026.1	1150	1042	734	852	1095	772	1034	1034
WP_003417435.1	1227	1202	1502	735	1128	1782	1311	920
WP_003417440.1	3878	3660	4609	1631	3596	4991	3654	1981
WP_009940431.1	1111	1428	1205	771	1019	1414	1210	944
WP_003417452.1	1696	1550	2512	1670	1792	2443	1807	1725
WP_003900028.1	4541	3484	3911	2521	4364	4031	3161	3360
WP_003917765.1	3834	3418	3273	2284	3548	3762	2803	2881
WP_003417461.1	1762	1426	1419	1026	1466	1876	1403	1325
WP_009938644.1	267	206	235	154	263	305	285	226
WP_010924644.1	1009	833	828	738	1011	1220	928	1023
WP_003417619.1	113	85	87	31	98	92	79	49
WP_003902452.1	21	19	11	18	35	17	8	17
WP_003422266.1	0	0	0	0	0	0	0	0
WP_003900675.1	459	361	404	216	443	432	339	263
WP_003904268.1	118	77	75	63	83	80	72	58
WP_003417738.1	231	250	388	127	270	283	239	128
WP_003417739.1	135	89	128	80	141	122	102	103
WP_071854233.1	341	197	341	168	416	278	275	198
WP_003417741.1	234	129	221	98	300	200	198	142
WP_003417745.1	2244	3290	2773	1209	2125	3097	2579	1684
WP_003417749.1	879	1077	975	391	709	1210	866	539
WP_003417751.1	2936	2563	2793	1540	2727	3289	2477	2126
WP_003417757.1	251	219	156	87	194	193	222	120
WP_003417760.1	230	172	155	98	171	149	151	111
WP_003900033.1	730	699	733	425	790	783	678	544
WP_003417765.1	499	334	582	502	526	596	433	716
WP_003417767.1	673	546	763	301	682	828	618	392
WP_003417769.1	1220	1035	1284	524	1124	1425	1117	629
WP_003417772.1	765	669	741	316	734	877	657	425
WP_003417776.1	678	436	513	288	602	651	490	396
WP_003900676.1	7233	6198	6436	3053	6894	7394	5914	4031
WP_003417878.1	262	304	438	99	294	357	324	110
WP_009938654.1	2622	3332	4259	1764	2631	4703	3330	2298
WP_003417881.1	1137	802	647	403	937	809	737	537
WP_003417882.1	1538	1581	1061	659	1260	1429	1187	971
WP_003908228.1	2967	2264	2488	6739	2832	3492	1827	10050
WP_010924648.1	3921	1202	1546	4188	3698	1605	1241	5410
WP_003417892.1	2366	2280	2626	1232	2353	2861	2150	1524
WP_003417895.1	120	119	104	38	129	146	92	54
WP_003900037.1	2578	1400	1659	737	2304	1899	1431	1035
WP_003417897.1	655	434	391	173	552	488	422	256
WP_003417900.1	1591	1251	1178	574	1550	1491	1211	637
WP_003417903.1	7375	5430	7369	3474	7723	7049	5891	3724
WP_010924649.1	5351	3757	4755	2089	4846	5006	3475	2301
WP_003417908.1	2458	1785	1670	719	2022	2189	1390	891
WP_003417910.1	823	606	658	365	683	719	564	439
WP_003914149.1	155	155	164	78	151	196	174	106
WP_003417912.1	877	865	805	571	811	886	751	704
WP_003900678.1	820	782	834	513	678	906	797	537
WP_003417916.1	1102	1458	1166	992	1145	1414	1308	1352
WP_003417918.1	2402	2375	2118	1577	2496	2215	2177	2194
WP_042507700.1	1196	1526	1266	550	1220	1650	1221	760
WP_003417929.1	5690	4143	4964	2169	5172	5512	4538	2848
WP_010924651.1	3257	4470	4746	1294	3203	5036	4055	1623
WP_003417940.1	1743	1901	2082	734	1710	2140	1882	1008
WP_003917785.1	2035	1340	1582	583	1883	1687	1268	693
WP_003417946.1	1173	813	1008	600	1318	1079	842	706
WP_003900042.1	578	644	638	470	577	835	555	675
WP_003900043.1	430	319	502	366	389	520	396	454
WP_003417950.1	458	267	370	172	454	310	265	219
WP_003900045.1	7420	4572	5338	3618	6906	6162	4266	4487
WP_003417954.1	911	536	505	383	854	559	450	513
WP_003417957.1	767	431	440	290	681	530	412	382
WP_003900046.1	1374	817	627	504	1141	801	555	698
WP_003417961.1	3242	2025	2066	1348	3068	2346	1877	1608
WP_003900047.1	9039	6999	6271	3082	8212	7745	5939	3935
WP_003900048.1	781	1073	1170	372	783	1163	810	440
WP_003417969.1	2662	1944	2437	1117	2502	2539	1977	1252
WP_003417980.1	3807	2691	3744	1835	3781	3592	2888	1943
WP_003417984.1	1137	1229	1415	447	1055	1545	1265	531
WP_003900050.1	789	610	445	1053	613	587	395	1444
WP_003417995.1	858	933	740	722	816	821	718	959
WP_003417998.1	1269	1524	1368	758	1227	1559	1229	976
WP_003418002.1	6265	6526	6495	3955	5418	8211	6050	4864
WP_003418005.1	2823	2507	2569	1400	2829	2946	2554	1836
WP_003900682.1	9670	8244	9147	6161	8500	10181	8043	7894
WP_003418008.1	11304	10586	14620	6338	12860	11817	11923	6773
WP_003418011.1	7958	10487	11523	5281	7102	14136	9209	6769
WP_003418013.1	7602	8041	12594	5584	6960	12672	9625	6962
WP_003900051.1	585	728	1019	337	561	1237	725	453
WP_003418017.1	2309	812	894	1402	2412	822	840	1447
WP_003418021.1	11005	8489	7293	3739	8882	9169	6260	4445
WP_003418028.1	5444	2111	2538	1348	4079	2620	2422	1614
WP_003900052.1	2244	1587	1815	1295	2092	2214	1530	1678
WP_003418034.1	1067	755	789	614	1011	1000	734	892
WP_003418038.1	2850	1943	2244	1685	2590	2634	1976	2368
WP_003418042.1	1371	826	1044	979	1149	1154	847	1315
WP_003418047.1	3986	2325	2825	2240	3666	3405	2364	3040
WP_003900685.1	110	77	71	95	126	72	58	72
WP_003904310.1	389	205	335	297	432	192	224	306
WP_003900053.1	1187	1172	1791	1107	1329	1404	1371	990
WP_003418277.1	2041	1910	1941	849	1833	2303	1717	1117
WP_003912231.1	1569	1655	1827	930	1522	1931	1574	1160
WP_003418284.1	1038	757	1011	453	1030	1040	825	533
WP_023641626.1	2651	2012	2451	1169	2671	2634	2179	1484
WP_003418289.1	8929	6133	6372	4455	8747	7220	6168	5706
WP_003900057.1	1520	1286	1106	1398	1311	1358	1064	1813
WP_003418298.1	3483	3748	3582	1327	3280	4128	3101	1856
WP_003418300.1	1636	1352	1439	652	1734	1671	1244	815
WP_003917792.1	747	692	686	259	749	815	622	420
WP_003418304.1	8609	8150	8246	3539	7609	10775	6947	4905
WP_003418308.1	10418	8164	7133	3293	8539	9793	6002	4339
WP_003418312.1	11818	7909	7405	4322	10225	9677	6173	5244
WP_003900059.1	145	123	122	108	191	96	107	78
WP_003418321.1	167	93	90	102	168	116	81	105
WP_003917795.1	195	97	112	168	173	113	88	200
WP_003900061.1	734	346	296	457	625	361	336	556
WP_003900062.1	384	165	182	229	374	175	140	342
WP_003418331.1	659	419	538	403	672	512	460	532
WP_003418333.1	860	781	862	492	789	983	806	662
WP_015628936.1	1668	972	1135	1006	1603	1245	938	1240
WP_003418339.1	1111	1150	780	510	1119	908	758	728
WP_003908247.1	474	267	257	223	516	275	267	257
WP_003418342.1	1612	779	1186	904	1626	1105	845	981
WP_003418344.1	8069	5300	6739	3350	7471	7919	5169	4026
